,user_id,converted,event,datetime
28,U_120915899080,0,click_article_after_search,2018-09-04 07:28:46
29,U_120915899080,0,click_article_after_search,2018-09-04 10:46:34
14,U_120915899080,0,click_article_after_search,2018-09-04 11:40:07
25,U_120915899080,0,click_article_after_search,2018-09-04 14:24:39
9,U_120915899080,0,click_article_after_search,2018-09-04 19:54:11
6,U_120915899080,0,click_article_after_search,2018-09-04 21:26:21
21,U_120915899080,0,add_to_cart,2018-09-04 23:28:06
7,U_135873214859,0,search,2018-09-01 14:20:36
3,U_135873214859,0,search,2018-09-01 14:51:52
12,U_135873214859,0,search,2018-09-01 14:58:40
1,U_135873214859,0,search,2018-09-01 15:18:09
11,U_135873214859,0,search,2018-09-02 00:40:21
13,U_135873214859,0,search,2018-09-02 17:13:50
2,U_135873214859,0,search,2018-09-02 22:39:19
15,U_135873214859,0,see_rarities,2018-09-03 01:34:43
0,U_135873214859,0,search,2018-09-03 02:46:21
8,U_135873214859,0,search,2018-09-03 03:25:29
5,U_135873214859,0,search,2018-09-03 21:32:06
4,U_135873214859,0,search,2018-09-04 03:49:29
10,U_135873214859,0,search,2018-09-04 07:12:30
14,U_135873214859,0,search,2018-09-04 11:40:07
9,U_135873214859,0,search,2018-09-04 19:54:11
6,U_135873214859,0,search,2018-09-04 21:26:21
7,U_149022937499,0,click_article_after_search,2018-09-01 14:20:36
3,U_149022937499,0,search,2018-09-01 14:51:52
12,U_149022937499,0,click_article_after_search,2018-09-01 14:58:40
1,U_149022937499,0,search,2018-09-01 15:18:09
17,U_149022937499,0,click_article_after_search,2018-09-01 16:19:37
20,U_149022937499,0,see_rarities,2018-09-01 22:40:18
11,U_149022937499,0,click_article_after_search,2018-09-02 00:40:21
22,U_149022937499,0,click_article_after_search,2018-09-02 10:05:09
13,U_149022937499,0,click_article_after_search,2018-09-02 17:13:50
16,U_149022937499,0,click_article_after_search,2018-09-02 19:10:08
18,U_149022937499,0,click_article_after_search,2018-09-02 19:32:29
2,U_149022937499,0,search,2018-09-02 22:39:19
15,U_149022937499,0,click_article_after_search,2018-09-03 01:34:43
0,U_149022937499,0,search,2018-09-03 02:46:21
8,U_149022937499,0,click_article_after_search,2018-09-03 03:25:29
19,U_149022937499,0,click_article_after_search,2018-09-03 18:43:45
5,U_149022937499,0,search,2018-09-03 21:32:06
23,U_149022937499,0,click_article_after_search,2018-09-03 23:57:23
24,U_149022937499,0,click_article_after_search,2018-09-04 02:14:36
4,U_149022937499,0,search,2018-09-04 03:49:29
10,U_149022937499,0,click_article_after_search,2018-09-04 07:12:30
14,U_149022937499,0,click_article_after_search,2018-09-04 11:40:07
9,U_149022937499,0,click_article_after_search,2018-09-04 19:54:11
6,U_149022937499,0,click_article_after_search,2018-09-04 21:26:21
21,U_149022937499,0,click_article_after_search,2018-09-04 23:28:06
0,U_151881194721,0,see_rarities,2018-09-03 02:46:21
0,U_155026048905,0,see_rarities,2018-09-03 02:46:21
7,U_156462804799,1,search,2018-09-01 14:20:36
3,U_156462804799,1,search,2018-09-01 14:51:52
12,U_156462804799,1,search,2018-09-01 14:58:40
1,U_156462804799,1,search,2018-09-01 15:18:09
17,U_156462804799,1,search,2018-09-01 16:19:37
20,U_156462804799,1,add_to_cart,2018-09-01 22:40:18
11,U_156462804799,1,search,2018-09-02 00:40:21
22,U_156462804799,1,add_to_cart,2018-09-02 10:05:09
13,U_156462804799,1,search,2018-09-02 17:13:50
27,U_156462804799,1,add_to_cart,2018-09-02 18:32:33
16,U_156462804799,1,search,2018-09-02 19:10:08
18,U_156462804799,1,search,2018-09-02 19:32:29
26,U_156462804799,1,add_to_cart,2018-09-02 20:19:46
2,U_156462804799,1,search,2018-09-02 22:39:19
15,U_156462804799,1,search,2018-09-03 01:34:43
0,U_156462804799,1,search,2018-09-03 02:46:21
8,U_156462804799,1,search,2018-09-03 03:25:29
19,U_156462804799,1,add_to_cart,2018-09-03 18:43:45
5,U_156462804799,1,search,2018-09-03 21:32:06
23,U_156462804799,1,see_rarities,2018-09-03 23:57:23
24,U_156462804799,1,add_to_cart,2018-09-04 02:14:36
4,U_156462804799,1,search,2018-09-04 03:49:29
10,U_156462804799,1,search,2018-09-04 07:12:30
14,U_156462804799,1,search,2018-09-04 11:40:07
25,U_156462804799,1,add_to_cart,2018-09-04 14:24:39
9,U_156462804799,1,search,2018-09-04 19:54:11
6,U_156462804799,1,search,2018-09-04 21:26:21
21,U_156462804799,1,add_to_cart,2018-09-04 23:28:06
7,U_160269793742,1,search,2018-09-01 14:20:36
3,U_160269793742,1,search,2018-09-01 14:51:52
12,U_160269793742,1,search,2018-09-01 14:58:40
1,U_160269793742,1,search,2018-09-01 15:18:09
17,U_160269793742,1,click_article_after_search,2018-09-01 16:19:37
20,U_160269793742,1,apply_filter,2018-09-01 22:40:18
11,U_160269793742,1,search,2018-09-02 00:40:21
22,U_160269793742,1,apply_filter,2018-09-02 10:05:09
13,U_160269793742,1,apply_filter,2018-09-02 17:13:50
16,U_160269793742,1,click_article_after_search,2018-09-02 19:10:08
18,U_160269793742,1,apply_filter,2018-09-02 19:32:29
2,U_160269793742,1,search,2018-09-02 22:39:19
15,U_160269793742,1,click_article_after_search,2018-09-03 01:34:43
0,U_160269793742,1,search,2018-09-03 02:46:21
8,U_160269793742,1,search,2018-09-03 03:25:29
19,U_160269793742,1,click_article_after_search,2018-09-03 18:43:45
5,U_160269793742,1,search,2018-09-03 21:32:06
23,U_160269793742,1,apply_filter,2018-09-03 23:57:23
24,U_160269793742,1,click_article_after_search,2018-09-04 02:14:36
4,U_160269793742,1,search,2018-09-04 03:49:29
10,U_160269793742,1,search,2018-09-04 07:12:30
14,U_160269793742,1,apply_filter,2018-09-04 11:40:07
9,U_160269793742,1,search,2018-09-04 19:54:11
6,U_160269793742,1,search,2018-09-04 21:26:21
21,U_160269793742,1,apply_filter,2018-09-04 23:28:06
7,U_165328474790,0,search,2018-09-01 14:20:36
3,U_165328474790,0,search,2018-09-01 14:51:52
12,U_165328474790,0,search,2018-09-01 14:58:40
1,U_165328474790,0,search,2018-09-01 15:18:09
17,U_165328474790,0,click_article_after_search,2018-09-01 16:19:37
20,U_165328474790,0,click_article_after_search,2018-09-01 22:40:18
11,U_165328474790,0,search,2018-09-02 00:40:21
22,U_165328474790,0,click_article_after_search,2018-09-02 10:05:09
13,U_165328474790,0,search,2018-09-02 17:13:50
16,U_165328474790,0,click_article_after_search,2018-09-02 19:10:08
18,U_165328474790,0,click_article_after_search,2018-09-02 19:32:29
2,U_165328474790,0,search,2018-09-02 22:39:19
15,U_165328474790,0,click_article_after_search,2018-09-03 01:34:43
0,U_165328474790,0,search,2018-09-03 02:46:21
8,U_165328474790,0,search,2018-09-03 03:25:29
19,U_165328474790,0,click_article_after_search,2018-09-03 18:43:45
5,U_165328474790,0,search,2018-09-03 21:32:06
4,U_165328474790,0,search,2018-09-04 03:49:29
10,U_165328474790,0,search,2018-09-04 07:12:30
14,U_165328474790,0,search,2018-09-04 11:40:07
9,U_165328474790,0,search,2018-09-04 19:54:11
6,U_165328474790,0,search,2018-09-04 21:26:21
21,U_165328474790,0,click_article_after_search,2018-09-04 23:28:06
7,U_166376913123,1,search,2018-09-01 14:20:36
3,U_166376913123,1,search,2018-09-01 14:51:52
53,U_166376913123,1,click_article_after_search,2018-09-01 14:57:10
12,U_166376913123,1,search,2018-09-01 14:58:40
1,U_166376913123,1,search,2018-09-01 15:18:09
17,U_166376913123,1,search,2018-09-01 16:19:37
43,U_166376913123,1,click_article_after_search,2018-09-01 16:47:38
36,U_166376913123,1,click_article_after_search,2018-09-01 19:27:21
33,U_166376913123,1,click_article_after_search,2018-09-01 19:31:22
40,U_166376913123,1,click_article_after_search,2018-09-01 20:12:17
39,U_166376913123,1,click_article_after_search,2018-09-01 21:44:23
38,U_166376913123,1,click_article_after_search,2018-09-01 21:45:39
20,U_166376913123,1,search,2018-09-01 22:40:18
41,U_166376913123,1,click_article_after_search,2018-09-01 23:54:31
11,U_166376913123,1,search,2018-09-02 00:40:21
52,U_166376913123,1,click_article_after_search,2018-09-02 01:43:43
45,U_166376913123,1,add_to_cart,2018-09-02 08:40:57
22,U_166376913123,1,search,2018-09-02 10:05:09
34,U_166376913123,1,add_to_cart,2018-09-02 13:17:45
37,U_166376913123,1,click_article_after_search,2018-09-02 14:13:25
13,U_166376913123,1,search,2018-09-02 17:13:50
54,U_166376913123,1,click_article_after_search,2018-09-02 17:23:57
27,U_166376913123,1,search,2018-09-02 18:32:33
16,U_166376913123,1,search,2018-09-02 19:10:08
18,U_166376913123,1,search,2018-09-02 19:32:29
26,U_166376913123,1,search,2018-09-02 20:19:46
2,U_166376913123,1,search,2018-09-02 22:39:19
15,U_166376913123,1,search,2018-09-03 01:34:43
50,U_166376913123,1,click_article_after_search,2018-09-03 01:35:31
0,U_166376913123,1,search,2018-09-03 02:46:21
8,U_166376913123,1,search,2018-09-03 03:25:29
32,U_166376913123,1,add_to_cart,2018-09-03 03:36:00
47,U_166376913123,1,click_article_after_search,2018-09-03 07:48:44
56,U_166376913123,1,add_to_cart,2018-09-03 08:00:55
49,U_166376913123,1,click_article_after_search,2018-09-03 08:09:15
42,U_166376913123,1,click_article_after_search,2018-09-03 10:26:18
55,U_166376913123,1,click_article_after_search,2018-09-03 10:44:33
19,U_166376913123,1,search,2018-09-03 18:43:45
59,U_166376913123,1,click_article_after_search,2018-09-03 20:52:20
5,U_166376913123,1,search,2018-09-03 21:32:06
35,U_166376913123,1,click_article_after_search,2018-09-03 22:54:30
46,U_166376913123,1,click_article_after_search,2018-09-03 23:34:16
23,U_166376913123,1,search,2018-09-03 23:57:23
24,U_166376913123,1,search,2018-09-04 02:14:36
58,U_166376913123,1,click_article_after_search,2018-09-04 02:38:58
31,U_166376913123,1,click_article_after_search,2018-09-04 03:30:56
48,U_166376913123,1,add_to_cart,2018-09-04 03:32:03
4,U_166376913123,1,search,2018-09-04 03:49:29
10,U_166376913123,1,search,2018-09-04 07:12:30
28,U_166376913123,1,add_to_cart,2018-09-04 07:28:46
29,U_166376913123,1,add_to_cart,2018-09-04 10:46:34
30,U_166376913123,1,click_article_after_search,2018-09-04 11:13:26
14,U_166376913123,1,search,2018-09-04 11:40:07
25,U_166376913123,1,search,2018-09-04 14:24:39
9,U_166376913123,1,search,2018-09-04 19:54:11
51,U_166376913123,1,click_article_after_search,2018-09-04 20:21:22
6,U_166376913123,1,search,2018-09-04 21:26:21
44,U_166376913123,1,add_to_cart,2018-09-04 22:07:27
57,U_166376913123,1,click_article_after_search,2018-09-04 23:25:35
21,U_166376913123,1,search,2018-09-04 23:28:06
7,U_16842092299,1,search,2018-09-01 14:20:36
3,U_16842092299,1,search,2018-09-01 14:51:52
12,U_16842092299,1,search,2018-09-01 14:58:40
1,U_16842092299,1,search,2018-09-01 15:18:09
17,U_16842092299,1,apply_filter,2018-09-01 16:19:37
20,U_16842092299,1,add_to_cart,2018-09-01 22:40:18
11,U_16842092299,1,search,2018-09-02 00:40:21
13,U_16842092299,1,add_to_cart,2018-09-02 17:13:50
16,U_16842092299,1,add_to_cart,2018-09-02 19:10:08
18,U_16842092299,1,add_to_cart,2018-09-02 19:32:29
2,U_16842092299,1,search,2018-09-02 22:39:19
15,U_16842092299,1,apply_filter,2018-09-03 01:34:43
0,U_16842092299,1,search,2018-09-03 02:46:21
8,U_16842092299,1,search,2018-09-03 03:25:29
19,U_16842092299,1,apply_filter,2018-09-03 18:43:45
5,U_16842092299,1,search,2018-09-03 21:32:06
4,U_16842092299,1,search,2018-09-04 03:49:29
10,U_16842092299,1,search,2018-09-04 07:12:30
14,U_16842092299,1,apply_filter,2018-09-04 11:40:07
9,U_16842092299,1,search,2018-09-04 19:54:11
6,U_16842092299,1,search,2018-09-04 21:26:21
21,U_16842092299,1,apply_filter,2018-09-04 23:28:06
7,U_173952271280,0,search,2018-09-01 14:20:36
3,U_173952271280,0,search,2018-09-01 14:51:52
53,U_173952271280,0,click_article_after_search,2018-09-01 14:57:10
12,U_173952271280,0,search,2018-09-01 14:58:40
1,U_173952271280,0,search,2018-09-01 15:18:09
17,U_173952271280,0,search,2018-09-01 16:19:37
43,U_173952271280,0,apply_filter,2018-09-01 16:47:38
36,U_173952271280,0,click_article_after_search,2018-09-01 19:27:21
33,U_173952271280,0,apply_filter,2018-09-01 19:31:22
40,U_173952271280,0,apply_filter,2018-09-01 20:12:17
39,U_173952271280,0,apply_filter,2018-09-01 21:44:23
38,U_173952271280,0,click_article_after_search,2018-09-01 21:45:39
20,U_173952271280,0,search,2018-09-01 22:40:18
41,U_173952271280,0,apply_filter,2018-09-01 23:54:31
11,U_173952271280,0,search,2018-09-02 00:40:21
52,U_173952271280,0,click_article_after_search,2018-09-02 01:43:43
45,U_173952271280,0,click_article_after_search,2018-09-02 08:40:57
22,U_173952271280,0,search,2018-09-02 10:05:09
34,U_173952271280,0,apply_filter,2018-09-02 13:17:45
37,U_173952271280,0,apply_filter,2018-09-02 14:13:25
13,U_173952271280,0,search,2018-09-02 17:13:50
54,U_173952271280,0,click_article_after_search,2018-09-02 17:23:57
27,U_173952271280,0,click_article_after_search,2018-09-02 18:32:33
16,U_173952271280,0,search,2018-09-02 19:10:08
18,U_173952271280,0,search,2018-09-02 19:32:29
26,U_173952271280,0,click_article_after_search,2018-09-02 20:19:46
2,U_173952271280,0,search,2018-09-02 22:39:19
15,U_173952271280,0,search,2018-09-03 01:34:43
50,U_173952271280,0,apply_filter,2018-09-03 01:35:31
0,U_173952271280,0,search,2018-09-03 02:46:21
8,U_173952271280,0,search,2018-09-03 03:25:29
32,U_173952271280,0,apply_filter,2018-09-03 03:36:00
47,U_173952271280,0,apply_filter,2018-09-03 07:48:44
56,U_173952271280,0,apply_filter,2018-09-03 08:00:55
49,U_173952271280,0,click_article_after_search,2018-09-03 08:09:15
42,U_173952271280,0,apply_filter,2018-09-03 10:26:18
55,U_173952271280,0,apply_filter,2018-09-03 10:44:33
19,U_173952271280,0,search,2018-09-03 18:43:45
5,U_173952271280,0,search,2018-09-03 21:32:06
35,U_173952271280,0,apply_filter,2018-09-03 22:54:30
46,U_173952271280,0,click_article_after_search,2018-09-03 23:34:16
23,U_173952271280,0,search,2018-09-03 23:57:23
24,U_173952271280,0,search,2018-09-04 02:14:36
31,U_173952271280,0,click_article_after_search,2018-09-04 03:30:56
48,U_173952271280,0,apply_filter,2018-09-04 03:32:03
4,U_173952271280,0,search,2018-09-04 03:49:29
10,U_173952271280,0,search,2018-09-04 07:12:30
28,U_173952271280,0,click_article_after_search,2018-09-04 07:28:46
29,U_173952271280,0,click_article_after_search,2018-09-04 10:46:34
30,U_173952271280,0,click_article_after_search,2018-09-04 11:13:26
14,U_173952271280,0,search,2018-09-04 11:40:07
25,U_173952271280,0,search,2018-09-04 14:24:39
9,U_173952271280,0,search,2018-09-04 19:54:11
51,U_173952271280,0,click_article_after_search,2018-09-04 20:21:22
6,U_173952271280,0,search,2018-09-04 21:26:21
44,U_173952271280,0,click_article_after_search,2018-09-04 22:07:27
57,U_173952271280,0,click_article_after_search,2018-09-04 23:25:35
21,U_173952271280,0,search,2018-09-04 23:28:06
7,U_177899587046,1,search,2018-09-01 14:20:36
3,U_177899587046,1,search,2018-09-01 14:51:52
12,U_177899587046,1,search,2018-09-01 14:58:40
1,U_177899587046,1,search,2018-09-01 15:18:09
17,U_177899587046,1,search,2018-09-01 16:19:37
33,U_177899587046,1,add_to_cart,2018-09-01 19:31:22
20,U_177899587046,1,click_article_after_search,2018-09-01 22:40:18
11,U_177899587046,1,search,2018-09-02 00:40:21
22,U_177899587046,1,click_article_after_search,2018-09-02 10:05:09
34,U_177899587046,1,click_article_after_search,2018-09-02 13:17:45
13,U_177899587046,1,search,2018-09-02 17:13:50
27,U_177899587046,1,click_article_after_search,2018-09-02 18:32:33
16,U_177899587046,1,search,2018-09-02 19:10:08
18,U_177899587046,1,search,2018-09-02 19:32:29
26,U_177899587046,1,click_article_after_search,2018-09-02 20:19:46
2,U_177899587046,1,search,2018-09-02 22:39:19
15,U_177899587046,1,search,2018-09-03 01:34:43
0,U_177899587046,1,search,2018-09-03 02:46:21
8,U_177899587046,1,search,2018-09-03 03:25:29
32,U_177899587046,1,click_article_after_search,2018-09-03 03:36:00
19,U_177899587046,1,search,2018-09-03 18:43:45
5,U_177899587046,1,search,2018-09-03 21:32:06
35,U_177899587046,1,click_article_after_search,2018-09-03 22:54:30
23,U_177899587046,1,click_article_after_search,2018-09-03 23:57:23
24,U_177899587046,1,click_article_after_search,2018-09-04 02:14:36
31,U_177899587046,1,click_article_after_search,2018-09-04 03:30:56
4,U_177899587046,1,search,2018-09-04 03:49:29
10,U_177899587046,1,search,2018-09-04 07:12:30
28,U_177899587046,1,click_article_after_search,2018-09-04 07:28:46
29,U_177899587046,1,click_article_after_search,2018-09-04 10:46:34
30,U_177899587046,1,add_to_cart,2018-09-04 11:13:26
14,U_177899587046,1,search,2018-09-04 11:40:07
25,U_177899587046,1,click_article_after_search,2018-09-04 14:24:39
9,U_177899587046,1,search,2018-09-04 19:54:11
6,U_177899587046,1,search,2018-09-04 21:26:21
21,U_177899587046,1,add_to_cart,2018-09-04 23:28:06
7,U_18357361681,0,search,2018-09-01 14:20:36
3,U_18357361681,0,search,2018-09-01 14:51:52
12,U_18357361681,0,click_article_after_search,2018-09-01 14:58:40
1,U_18357361681,0,search,2018-09-01 15:18:09
17,U_18357361681,0,click_article_after_search,2018-09-01 16:19:37
11,U_18357361681,0,click_article_after_search,2018-09-02 00:40:21
13,U_18357361681,0,click_article_after_search,2018-09-02 17:13:50
16,U_18357361681,0,click_article_after_search,2018-09-02 19:10:08
18,U_18357361681,0,click_article_after_search,2018-09-02 19:32:29
2,U_18357361681,0,search,2018-09-02 22:39:19
15,U_18357361681,0,click_article_after_search,2018-09-03 01:34:43
0,U_18357361681,0,search,2018-09-03 02:46:21
8,U_18357361681,0,search,2018-09-03 03:25:29
5,U_18357361681,0,search,2018-09-03 21:32:06
4,U_18357361681,0,search,2018-09-04 03:49:29
10,U_18357361681,0,search,2018-09-04 07:12:30
14,U_18357361681,0,click_article_after_search,2018-09-04 11:40:07
9,U_18357361681,0,search,2018-09-04 19:54:11
6,U_18357361681,0,search,2018-09-04 21:26:21
7,U_184474292056,0,search,2018-09-01 14:20:36
3,U_184474292056,0,search,2018-09-01 14:51:52
12,U_184474292056,0,search,2018-09-01 14:58:40
1,U_184474292056,0,search,2018-09-01 15:18:09
17,U_184474292056,0,search,2018-09-01 16:19:37
33,U_184474292056,0,search,2018-09-01 19:31:22
20,U_184474292056,0,search,2018-09-01 22:40:18
11,U_184474292056,0,search,2018-09-02 00:40:21
22,U_184474292056,0,search,2018-09-02 10:05:09
34,U_184474292056,0,search,2018-09-02 13:17:45
13,U_184474292056,0,search,2018-09-02 17:13:50
27,U_184474292056,0,search,2018-09-02 18:32:33
16,U_184474292056,0,search,2018-09-02 19:10:08
18,U_184474292056,0,search,2018-09-02 19:32:29
26,U_184474292056,0,search,2018-09-02 20:19:46
2,U_184474292056,0,search,2018-09-02 22:39:19
15,U_184474292056,0,search,2018-09-03 01:34:43
0,U_184474292056,0,search,2018-09-03 02:46:21
8,U_184474292056,0,search,2018-09-03 03:25:29
32,U_184474292056,0,search,2018-09-03 03:36:00
19,U_184474292056,0,search,2018-09-03 18:43:45
5,U_184474292056,0,search,2018-09-03 21:32:06
35,U_184474292056,0,search,2018-09-03 22:54:30
23,U_184474292056,0,search,2018-09-03 23:57:23
24,U_184474292056,0,search,2018-09-04 02:14:36
31,U_184474292056,0,search,2018-09-04 03:30:56
4,U_184474292056,0,search,2018-09-04 03:49:29
10,U_184474292056,0,search,2018-09-04 07:12:30
28,U_184474292056,0,search,2018-09-04 07:28:46
29,U_184474292056,0,search,2018-09-04 10:46:34
30,U_184474292056,0,search,2018-09-04 11:13:26
14,U_184474292056,0,search,2018-09-04 11:40:07
25,U_184474292056,0,search,2018-09-04 14:24:39
9,U_184474292056,0,search,2018-09-04 19:54:11
6,U_184474292056,0,search,2018-09-04 21:26:21
21,U_184474292056,0,search,2018-09-04 23:28:06
7,U_184702405426,0,search,2018-09-01 14:20:36
3,U_184702405426,0,search,2018-09-01 14:51:52
12,U_184702405426,0,search,2018-09-01 14:58:40
1,U_184702405426,0,search,2018-09-01 15:18:09
17,U_184702405426,0,search,2018-09-01 16:19:37
20,U_184702405426,0,search,2018-09-01 22:40:18
11,U_184702405426,0,search,2018-09-02 00:40:21
22,U_184702405426,0,search,2018-09-02 10:05:09
13,U_184702405426,0,search,2018-09-02 17:13:50
16,U_184702405426,0,search,2018-09-02 19:10:08
18,U_184702405426,0,search,2018-09-02 19:32:29
2,U_184702405426,0,search,2018-09-02 22:39:19
15,U_184702405426,0,search,2018-09-03 01:34:43
0,U_184702405426,0,search,2018-09-03 02:46:21
8,U_184702405426,0,search,2018-09-03 03:25:29
19,U_184702405426,0,search,2018-09-03 18:43:45
5,U_184702405426,0,search,2018-09-03 21:32:06
4,U_184702405426,0,search,2018-09-04 03:49:29
10,U_184702405426,0,search,2018-09-04 07:12:30
14,U_184702405426,0,search,2018-09-04 11:40:07
9,U_184702405426,0,search,2018-09-04 19:54:11
6,U_184702405426,0,search,2018-09-04 21:26:21
21,U_184702405426,0,search,2018-09-04 23:28:06
7,U_188722067324,0,search,2018-09-01 14:20:36
3,U_188722067324,0,search,2018-09-01 14:51:52
1,U_188722067324,0,search,2018-09-01 15:18:09
2,U_188722067324,0,search,2018-09-02 22:39:19
0,U_188722067324,0,search,2018-09-03 02:46:21
5,U_188722067324,0,search,2018-09-03 21:32:06
4,U_188722067324,0,search,2018-09-04 03:49:29
6,U_188722067324,0,search,2018-09-04 21:26:21
7,U_191784703628,1,search,2018-09-01 14:20:36
3,U_191784703628,1,search,2018-09-01 14:51:52
53,U_191784703628,1,apply_filter,2018-09-01 14:57:10
12,U_191784703628,1,search,2018-09-01 14:58:40
1,U_191784703628,1,search,2018-09-01 15:18:09
17,U_191784703628,1,search,2018-09-01 16:19:37
43,U_191784703628,1,apply_filter,2018-09-01 16:47:38
36,U_191784703628,1,click_article_after_search,2018-09-01 19:27:21
33,U_191784703628,1,search,2018-09-01 19:31:22
